id_cliente,nome_cliente,sexo,data_nascimento
1497,Cliente 1497,M,1980-10-09
1498,Cliente 1498,M,1980-10-12
1499,Cliente 1499,F,1980-10-14
1500,Cliente 1500,F,1980-10-17
1501,Cliente 1501,F,1980-10-20
1502,Cliente 1502,F,1980-10-22
1503,Cliente 1503,F,1980-10-25
1504,Cliente 1504,F,1980-10-28
1505,Cliente 1505,F,1980-10-30
1506,Cliente 1506,F,1980-11-02
1507,Cliente 1507,F,1980-11-04
1508,Cliente 1508,F,1980-11-07
1509,Cliente 1509,F,1980-11-10
1510,Cliente 1510,M,1980-11-12
1511,Cliente 1511,F,1980-11-15
1512,Cliente 1512,F,1980-11-18
1513,Cliente 1513,F,1980-11-20
1514,Cliente 1514,M,1980-11-23
1515,Cliente 1515,M,1980-11-26
1516,Cliente 1516,F,1980-11-28
1517,Cliente 1517,F,1980-12-01
1518,Cliente 1518,F,1980-12-03
1519,Cliente 1519,F,1980-12-06
1520,Cliente 1520,F,1980-12-09
1521,Cliente 1521,F,1980-12-11
1522,Cliente 1522,F,1980-12-14
1523,Cliente 1523,F,1980-12-17
1524,Cliente 1524,F,1980-12-19
1525,Cliente 1525,M,1980-12-22
1526,Cliente 1526,F,1980-12-24
1527,Cliente 1527,M,1980-12-27
1528,Cliente 1528,F,1980-12-30
1529,Cliente 1529,F,1981-01-01
1530,Cliente 1530,F,1981-01-04
1531,Cliente 1531,F,1981-01-07
1532,Cliente 1532,F,1981-01-09
1533,Cliente 1533,M,1981-01-12
1534,Cliente 1534,F,1981-01-14
1535,Cliente 1535,F,1981-01-17
1536,Cliente 1536,F,1981-01-20
1537,Cliente 1537,F,1981-01-22
1538,Cliente 1538,F,1981-01-25
1539,Cliente 1539,F,1981-01-28
1540,Cliente 1540,F,1981-01-30
1541,Cliente 1541,F,1981-02-02
1542,Cliente 1542,M,1981-02-05
1543,Cliente 1543,F,1981-02-07
1544,Cliente 1544,F,1981-02-10
1545,Cliente 1545,F,1981-02-12
1546,Cliente 1546,F,1981-02-15
1547,Cliente 1547,F,1981-02-18
1548,Cliente 1548,M,1981-02-20
1549,Cliente 1549,F,1981-02-23
1550,Cliente 1550,F,1981-02-26
1551,Cliente 1551,F,1981-02-28
1552,Cliente 1552,M,1981-03-03
1553,Cliente 1553,F,1981-03-05
1554,Cliente 1554,F,1981-03-08
1555,Cliente 1555,F,1981-03-11
1556,Cliente 1556,F,1981-03-13
1557,Cliente 1557,M,1981-03-16
1558,Cliente 1558,M,1981-03-19
1559,Cliente 1559,F,1981-03-21
1560,Cliente 1560,M,1981-03-24
1561,Cliente 1561,M,1981-03-26
1562,Cliente 1562,F,1981-03-29
1563,Cliente 1563,F,1981-04-01
1564,Cliente 1564,M,1981-04-03
1565,Cliente 1565,F,1981-04-06
1566,Cliente 1566,F,1981-04-09
1567,Cliente 1567,F,1981-04-11
1568,Cliente 1568,F,1981-04-14
1569,Cliente 1569,F,1981-04-17
1570,Cliente 1570,M,1981-04-19
1571,Cliente 1571,M,1981-04-22
1572,Cliente 1572,F,1981-04-24
1573,Cliente 1573,F,1981-04-27
1574,Cliente 1574,M,1981-04-30
1575,Cliente 1575,F,1981-05-02
1576,Cliente 1576,F,1981-05-05
1577,Cliente 1577,F,1981-05-08
1578,Cliente 1578,F,1981-05-10
1579,Cliente 1579,M,1981-05-13
1580,Cliente 1580,F,1981-05-15
1581,Cliente 1581,M,1981-05-18
1582,Cliente 1582,F,1981-05-21
1583,Cliente 1583,F,1981-05-23
1584,Cliente 1584,F,1981-05-26
1585,Cliente 1585,F,1981-05-29
1586,Cliente 1586,F,1981-05-31
1587,Cliente 1587,M,1981-06-03
1588,Cliente 1588,M,1981-06-06
1589,Cliente 1589,F,1981-06-08
1590,Cliente 1590,M,1981-06-11
1591,Cliente 1591,F,1981-06-13
1592,Cliente 1592,F,1981-06-16
1593,Cliente 1593,F,1981-06-19
1594,Cliente 1594,F,1981-06-21
1595,Cliente 1595,M,1981-06-24
1596,Cliente 1596,F,1981-06-27
1597,Cliente 1597,F,1981-06-29
1598,Cliente 1598,M,1981-07-02
1599,Cliente 1599,M,1981-07-04
1600,Cliente 1600,F,1981-07-07
1601,Cliente 1601,F,1981-07-10
1602,Cliente 1602,M,1981-07-12
1603,Cliente 1603,M,1981-07-15
1604,Cliente 1604,F,1981-07-18
1605,Cliente 1605,M,1981-07-20
1606,Cliente 1606,F,1981-07-23
1607,Cliente 1607,F,1981-07-25
1608,Cliente 1608,F,1981-07-28
1609,Cliente 1609,F,1981-07-31
1610,Cliente 1610,M,1981-08-02
1611,Cliente 1611,M,1981-08-05
1612,Cliente 1612,F,1981-08-08
1613,Cliente 1613,F,1981-08-10
1614,Cliente 1614,F,1981-08-13
1615,Cliente 1615,F,1981-08-16
1616,Cliente 1616,F,1981-08-18
1617,Cliente 1617,M,1981-08-21
1618,Cliente 1618,F,1981-08-23
1619,Cliente 1619,F,1981-08-26
1620,Cliente 1620,M,1981-08-29
1621,Cliente 1621,F,1981-08-31
1622,Cliente 1622,F,1981-09-03
1623,Cliente 1623,F,1981-09-06
1624,Cliente 1624,F,1981-09-08
1625,Cliente 1625,F,1981-09-11
1626,Cliente 1626,M,1981-09-13
1627,Cliente 1627,M,1981-09-16
1628,Cliente 1628,F,1981-09-19
1629,Cliente 1629,F,1981-09-21
1630,Cliente 1630,M,1981-09-24
1631,Cliente 1631,F,1981-09-27
1632,Cliente 1632,F,1981-09-29
1633,Cliente 1633,M,1981-10-02
1634,Cliente 1634,F,1981-10-04
1635,Cliente 1635,F,1981-10-07
1636,Cliente 1636,M,1981-10-10
1637,Cliente 1637,F,1981-10-12
1638,Cliente 1638,M,1981-10-15
1639,Cliente 1639,F,1981-10-18
1640,Cliente 1640,M,1981-10-20
1641,Cliente 1641,F,1981-10-23
1642,Cliente 1642,M,1981-10-26
1643,Cliente 1643,M,1981-10-28
1644,Cliente 1644,F,1981-10-31
1645,Cliente 1645,F,1981-11-02
1646,Cliente 1646,F,1981-11-05
1647,Cliente 1647,F,1981-11-08
1648,Cliente 1648,F,1981-11-10
1649,Cliente 1649,F,1981-11-13
1650,Cliente 1650,M,1981-11-16
1651,Cliente 1651,F,1981-11-18
1652,Cliente 1652,M,1981-11-21
1653,Cliente 1653,F,1981-11-23
1654,Cliente 1654,M,1981-11-26
1655,Cliente 1655,M,1981-11-29
1656,Cliente 1656,F,1981-12-01
1657,Cliente 1657,F,1981-12-04
1658,Cliente 1658,F,1981-12-07
1659,Cliente 1659,M,1981-12-09
1660,Cliente 1660,F,1981-12-12
1661,Cliente 1661,M,1981-12-15
1662,Cliente 1662,F,1981-12-17
1663,Cliente 1663,F,1981-12-20
1664,Cliente 1664,F,1981-12-22
1665,Cliente 1665,M,1981-12-25
1666,Cliente 1666,F,1981-12-28
1667,Cliente 1667,F,1981-12-30
1668,Cliente 1668,F,1982-01-02
1669,Cliente 1669,F,1982-01-05
1670,Cliente 1670,F,1982-01-07
1671,Cliente 1671,F,1982-01-10
1672,Cliente 1672,F,1982-01-12
1673,Cliente 1673,F,1982-01-15
1674,Cliente 1674,F,1982-01-18
1675,Cliente 1675,F,1982-01-20
1676,Cliente 1676,M,1982-01-23
1677,Cliente 1677,M,1982-01-26
1678,Cliente 1678,F,1982-01-28
1679,Cliente 1679,M,1982-01-31
1680,Cliente 1680,F,1982-02-02
1681,Cliente 1681,F,1982-02-05
1682,Cliente 1682,F,1982-02-08
1683,Cliente 1683,F,1982-02-10
1684,Cliente 1684,F,1982-02-13
1685,Cliente 1685,F,1982-02-16
1686,Cliente 1686,F,1982-02-18
1687,Cliente 1687,M,1982-02-21
1688,Cliente 1688,M,1982-02-24
1689,Cliente 1689,F,1982-02-26
1690,Cliente 1690,F,1982-03-01
1691,Cliente 1691,F,1982-03-03
1692,Cliente 1692,F,1982-03-06
1693,Cliente 1693,M,1982-03-09
1694,Cliente 1694,F,1982-03-11
1695,Cliente 1695,F,1982-03-14
1696,Cliente 1696,F,1982-03-17
1697,Cliente 1697,M,1982-03-19
1698,Cliente 1698,F,1982-03-22
1699,Cliente 1699,M,1982-03-24
1700,Cliente 1700,F,1982-03-27
1701,Cliente 1701,F,1982-03-30
1702,Cliente 1702,F,1982-04-01
1703,Cliente 1703,F,1982-04-04
1704,Cliente 1704,F,1982-04-07
1705,Cliente 1705,F,1982-04-09
1706,Cliente 1706,F,1982-04-12
1707,Cliente 1707,F,1982-04-14
1708,Cliente 1708,M,1982-04-17
1709,Cliente 1709,F,1982-04-20
1710,Cliente 1710,F,1982-04-22
1711,Cliente 1711,M,1982-04-25
1712,Cliente 1712,F,1982-04-28
1713,Cliente 1713,F,1982-04-30
1714,Cliente 1714,F,1982-05-03
1715,Cliente 1715,M,1982-05-06
1716,Cliente 1716,F,1982-05-08
1717,Cliente 1717,F,1982-05-11
1718,Cliente 1718,F,1982-05-13
1719,Cliente 1719,M,1982-05-16
1720,Cliente 1720,M,1982-05-19
1721,Cliente 1721,F,1982-05-21
1722,Cliente 1722,F,1982-05-24
1723,Cliente 1723,M,1982-05-27
1724,Cliente 1724,F,1982-05-29
1725,Cliente 1725,F,1982-06-01
1726,Cliente 1726,F,1982-06-03
1727,Cliente 1727,F,1982-06-06
1728,Cliente 1728,F,1982-06-09
1729,Cliente 1729,M,1982-06-11
1730,Cliente 1730,F,1982-06-14
1731,Cliente 1731,M,1982-06-17
1732,Cliente 1732,F,1982-06-19
1733,Cliente 1733,M,1982-06-22
1734,Cliente 1734,F,1982-06-25
1735,Cliente 1735,F,1982-06-27
1736,Cliente 1736,F,1982-06-30
1737,Cliente 1737,F,1982-07-02
1738,Cliente 1738,F,1982-07-05
1739,Cliente 1739,M,1982-07-08
1740,Cliente 1740,M,1982-07-10
1741,Cliente 1741,F,1982-07-13
1742,Cliente 1742,F,1982-07-16
1743,Cliente 1743,F,1982-07-18
1744,Cliente 1744,F,1982-07-21
1745,Cliente 1745,F,1982-07-23
1746,Cliente 1746,M,1982-07-26
1747,Cliente 1747,M,1982-07-29
1748,Cliente 1748,F,1982-07-31
1749,Cliente 1749,F,1982-08-03
1750,Cliente 1750,M,1982-08-06
1751,Cliente 1751,F,1982-08-08
1752,Cliente 1752,F,1982-08-11
1753,Cliente 1753,M,1982-08-13
1754,Cliente 1754,M,1982-08-16
1755,Cliente 1755,M,1982-08-19
1756,Cliente 1756,F,1982-08-21
1757,Cliente 1757,F,1982-08-24
1758,Cliente 1758,F,1982-08-27
1759,Cliente 1759,M,1982-08-29
1760,Cliente 1760,F,1982-09-01
1761,Cliente 1761,M,1982-09-04
1762,Cliente 1762,F,1982-09-06
1763,Cliente 1763,F,1982-09-09
1764,Cliente 1764,M,1982-09-11
1765,Cliente 1765,F,1982-09-14
1766,Cliente 1766,F,1982-09-17
1767,Cliente 1767,F,1982-09-19
1768,Cliente 1768,F,1982-09-22
1769,Cliente 1769,F,1982-09-25
1770,Cliente 1770,M,1982-09-27
1771,Cliente 1771,M,1982-09-30
1772,Cliente 1772,F,1982-10-02
1773,Cliente 1773,F,1982-10-05
1774,Cliente 1774,F,1982-10-08
1775,Cliente 1775,F,1982-10-10
1776,Cliente 1776,M,1982-10-13
1777,Cliente 1777,F,1982-10-16
1778,Cliente 1778,F,1982-10-18
1779,Cliente 1779,M,1982-10-21
1780,Cliente 1780,F,1982-10-23
1781,Cliente 1781,F,1982-10-26
1782,Cliente 1782,F,1982-10-29
1783,Cliente 1783,F,1982-10-31
1784,Cliente 1784,F,1982-11-03
1785,Cliente 1785,F,1982-11-06
1786,Cliente 1786,F,1982-11-08
1787,Cliente 1787,F,1982-11-11
1788,Cliente 1788,F,1982-11-14
1789,Cliente 1789,F,1982-11-16
1790,Cliente 1790,M,1982-11-19
1791,Cliente 1791,F,1982-11-21
1792,Cliente 1792,F,1982-11-24
1793,Cliente 1793,F,1982-11-27
1794,Cliente 1794,M,1982-11-29
1795,Cliente 1795,F,1982-12-02
1796,Cliente 1796,M,1982-12-05
1797,Cliente 1797,F,1982-12-07
1798,Cliente 1798,M,1982-12-10
1799,Cliente 1799,F,1982-12-12
1800,Cliente 1800,M,1982-12-15
1801,Cliente 1801,F,1982-12-18
1802,Cliente 1802,F,1982-12-20
1803,Cliente 1803,F,1982-12-23
1804,Cliente 1804,F,1982-12-26
1805,Cliente 1805,F,1982-12-28
1806,Cliente 1806,F,1982-12-31
1807,Cliente 1807,F,1983-01-03
1808,Cliente 1808,M,1983-01-05
1809,Cliente 1809,F,1983-01-08
1810,Cliente 1810,M,1983-01-10
1811,Cliente 1811,F,1983-01-13
1812,Cliente 1812,F,1983-01-16
1813,Cliente 1813,F,1983-01-18
1814,Cliente 1814,F,1983-01-21
1815,Cliente 1815,M,1983-01-24
1816,Cliente 1816,F,1983-01-26
1817,Cliente 1817,F,1983-01-29
1818,Cliente 1818,F,1983-01-31
1819,Cliente 1819,F,1983-02-03
1820,Cliente 1820,F,1983-02-06
1821,Cliente 1821,F,1983-02-08
1822,Cliente 1822,F,1983-02-11
1823,Cliente 1823,M,1983-02-14
1824,Cliente 1824,M,1983-02-16
1825,Cliente 1825,F,1983-02-19
1826,Cliente 1826,F,1983-02-21
1827,Cliente 1827,F,1983-02-24
1828,Cliente 1828,M,1983-02-27
1829,Cliente 1829,M,1983-03-01
1830,Cliente 1830,M,1983-03-04
1831,Cliente 1831,F,1983-03-07
1832,Cliente 1832,M,1983-03-09
1833,Cliente 1833,M,1983-03-12
1834,Cliente 1834,F,1983-03-15
1835,Cliente 1835,F,1983-03-17
1836,Cliente 1836,F,1983-03-20
1837,Cliente 1837,F,1983-03-22
1838,Cliente 1838,F,1983-03-25
1839,Cliente 1839,F,1983-03-28
1840,Cliente 1840,M,1983-03-30
1841,Cliente 1841,M,1983-04-02
1842,Cliente 1842,F,1983-04-05
1843,Cliente 1843,F,1983-04-07
1844,Cliente 1844,F,1983-04-10
1845,Cliente 1845,M,1983-04-12
1846,Cliente 1846,F,1983-04-15
1847,Cliente 1847,M,1983-04-18
1848,Cliente 1848,M,1983-04-20
1849,Cliente 1849,M,1983-04-23
1850,Cliente 1850,F,1983-04-26
1851,Cliente 1851,M,1983-04-28
1852,Cliente 1852,F,1983-05-01
1853,Cliente 1853,F,1983-05-03
1854,Cliente 1854,F,1983-05-06
1855,Cliente 1855,F,1983-05-09
1856,Cliente 1856,F,1983-05-11
1857,Cliente 1857,F,1983-05-14
1858,Cliente 1858,F,1983-05-17
1859,Cliente 1859,F,1983-05-19
1860,Cliente 1860,F,1983-05-22
1861,Cliente 1861,M,1983-05-25
1862,Cliente 1862,F,1983-05-27
1863,Cliente 1863,F,1983-05-30
1864,Cliente 1864,F,1983-06-01
1865,Cliente 1865,M,1983-06-04
1866,Cliente 1866,F,1983-06-07
1867,Cliente 1867,F,1983-06-09
1868,Cliente 1868,M,1983-06-12
1869,Cliente 1869,F,1983-06-15
1870,Cliente 1870,F,1983-06-17
1871,Cliente 1871,M,1983-06-20
1872,Cliente 1872,F,1983-06-22
1873,Cliente 1873,F,1983-06-25
1874,Cliente 1874,F,1983-06-28
1875,Cliente 1875,M,1983-06-30
1876,Cliente 1876,F,1983-07-03
1877,Cliente 1877,F,1983-07-06
1878,Cliente 1878,F,1983-07-08
1879,Cliente 1879,F,1983-07-11
1880,Cliente 1880,F,1983-07-14
1881,Cliente 1881,M,1983-07-16
1882,Cliente 1882,F,1983-07-19
1883,Cliente 1883,M,1983-07-21
1884,Cliente 1884,M,1983-07-24
1885,Cliente 1885,F,1983-07-27
1886,Cliente 1886,M,1983-07-29
1887,Cliente 1887,F,1983-08-01
1888,Cliente 1888,F,1983-08-04
1889,Cliente 1889,M,1983-08-06
1890,Cliente 1890,M,1983-08-09
1891,Cliente 1891,F,1983-08-11
1892,Cliente 1892,F,1983-08-14
1893,Cliente 1893,F,1983-08-17
1894,Cliente 1894,M,1983-08-19
1895,Cliente 1895,M,1983-08-22
1896,Cliente 1896,F,1983-08-25
1897,Cliente 1897,F,1983-08-27
1898,Cliente 1898,F,1983-08-30
1899,Cliente 1899,F,1983-09-01
1900,Cliente 1900,F,1983-09-04
1901,Cliente 1901,F,1983-09-07
1902,Cliente 1902,F,1983-09-09
1903,Cliente 1903,F,1983-09-12
1904,Cliente 1904,F,1983-09-15
1905,Cliente 1905,F,1983-09-17
1906,Cliente 1906,F,1983-09-20
1907,Cliente 1907,M,1983-09-23
1908,Cliente 1908,F,1983-09-25
1909,Cliente 1909,F,1983-09-28
1910,Cliente 1910,F,1983-09-30
1911,Cliente 1911,F,1983-10-03
1912,Cliente 1912,F,1983-10-06
1913,Cliente 1913,F,1983-10-08
1914,Cliente 1914,F,1983-10-11
1915,Cliente 1915,F,1983-10-14
1916,Cliente 1916,F,1983-10-16
1917,Cliente 1917,F,1983-10-19
1918,Cliente 1918,F,1983-10-21
1919,Cliente 1919,M,1983-10-24
1920,Cliente 1920,M,1983-10-27
1921,Cliente 1921,F,1983-10-29
1922,Cliente 1922,F,1983-11-01
1923,Cliente 1923,F,1983-11-04
1924,Cliente 1924,F,1983-11-06
1925,Cliente 1925,F,1983-11-09
1926,Cliente 1926,M,1983-11-11
1927,Cliente 1927,M,1983-11-14
1928,Cliente 1928,F,1983-11-17
1929,Cliente 1929,M,1983-11-19
1930,Cliente 1930,F,1983-11-22
1931,Cliente 1931,F,1983-11-25
1932,Cliente 1932,M,1983-11-27
1933,Cliente 1933,F,1983-11-30
1934,Cliente 1934,M,1983-12-03
1935,Cliente 1935,M,1983-12-05
1936,Cliente 1936,M,1983-12-08
1937,Cliente 1937,F,1983-12-10
1938,Cliente 1938,F,1983-12-13
1939,Cliente 1939,F,1983-12-16
1940,Cliente 1940,F,1983-12-18
1941,Cliente 1941,F,1983-12-21
1942,Cliente 1942,F,1983-12-24
1943,Cliente 1943,F,1983-12-26
1944,Cliente 1944,M,1983-12-29
1945,Cliente 1945,M,1983-12-31
1946,Cliente 1946,F,1984-01-03
1947,Cliente 1947,F,1984-01-06
1948,Cliente 1948,F,1984-01-08
1949,Cliente 1949,F,1984-01-11
1950,Cliente 1950,F,1984-01-14
1951,Cliente 1951,M,1984-01-16
1952,Cliente 1952,M,1984-01-19
1953,Cliente 1953,M,1984-01-22
1954,Cliente 1954,M,1984-01-24
1955,Cliente 1955,M,1984-01-27
1956,Cliente 1956,M,1984-01-29
1957,Cliente 1957,M,1984-02-01
1958,Cliente 1958,M,1984-02-04
1959,Cliente 1959,M,1984-02-06
1960,Cliente 1960,M,1984-02-09
1961,Cliente 1961,F,1984-02-12
1962,Cliente 1962,M,1984-02-14
1963,Cliente 1963,F,1984-02-17
1964,Cliente 1964,F,1984-02-19
1965,Cliente 1965,F,1984-02-22
1966,Cliente 1966,M,1984-02-25
1967,Cliente 1967,F,1984-02-27
1968,Cliente 1968,F,1984-03-01
1969,Cliente 1969,F,1984-03-04
1970,Cliente 1970,M,1984-03-06
1971,Cliente 1971,M,1984-03-09
1972,Cliente 1972,F,1984-03-11
1973,Cliente 1973,F,1984-03-14
1974,Cliente 1974,F,1984-03-17
1975,Cliente 1975,M,1984-03-19
1976,Cliente 1976,F,1984-03-22
1977,Cliente 1977,F,1984-03-25
1978,Cliente 1978,F,1984-03-27
1979,Cliente 1979,F,1984-03-30
1980,Cliente 1980,F,1984-04-02
1981,Cliente 1981,F,1984-04-04
1982,Cliente 1982,F,1984-04-07
1983,Cliente 1983,F,1984-04-09
1984,Cliente 1984,F,1984-04-12
1985,Cliente 1985,F,1984-04-15
1986,Cliente 1986,F,1984-04-17
1987,Cliente 1987,F,1984-04-20
1988,Cliente 1988,F,1984-04-23
1989,Cliente 1989,F,1984-04-25
1990,Cliente 1990,F,1984-04-28
1991,Cliente 1991,M,1984-04-30
1992,Cliente 1992,M,1984-05-03
1993,Cliente 1993,M,1984-05-06
1994,Cliente 1994,M,1984-05-08
1995,Cliente 1995,F,1984-05-11
1996,Cliente 1996,F,1984-05-14
1997,Cliente 1997,F,1984-05-16
1998,Cliente 1998,F,1984-05-19
1999,Cliente 1999,F,1984-05-21
2000,Cliente 2000,F,1984-05-24
2001,Cliente 2001,M,1984-05-27
2002,Cliente 2002,F,1984-05-29
2003,Cliente 2003,F,1984-06-01
2004,Cliente 2004,M,1984-06-04
2005,Cliente 2005,F,1984-06-06
2006,Cliente 2006,F,1984-06-09
2007,Cliente 2007,M,1984-06-12
2008,Cliente 2008,F,1984-06-14
2009,Cliente 2009,F,1984-06-17
2010,Cliente 2010,M,1984-06-19
2011,Cliente 2011,F,1984-06-22
2012,Cliente 2012,M,1984-06-25
2013,Cliente 2013,F,1984-06-27
2014,Cliente 2014,F,1984-06-30
2015,Cliente 2015,M,1984-07-03
2016,Cliente 2016,F,1984-07-05
2017,Cliente 2017,F,1984-07-08
2018,Cliente 2018,F,1984-07-10
2019,Cliente 2019,F,1984-07-13
2020,Cliente 2020,M,1984-07-16
2021,Cliente 2021,M,1984-07-18
2022,Cliente 2022,F,1984-07-21
2023,Cliente 2023,F,1984-07-24
2024,Cliente 2024,M,1984-07-26
2025,Cliente 2025,F,1984-07-29
2026,Cliente 2026,F,1984-08-01
2027,Cliente 2027,F,1984-08-03
2028,Cliente 2028,F,1984-08-06
2029,Cliente 2029,F,1984-08-08
2030,Cliente 2030,F,1984-08-11
2031,Cliente 2031,M,1984-08-14
2032,Cliente 2032,F,1984-08-16
2033,Cliente 2033,M,1984-08-19
2034,Cliente 2034,F,1984-08-22
2035,Cliente 2035,F,1984-08-24
2036,Cliente 2036,F,1984-08-27
2037,Cliente 2037,M,1984-08-29
2038,Cliente 2038,F,1984-09-01
2039,Cliente 2039,F,1984-09-04
2040,Cliente 2040,F,1984-09-06
2041,Cliente 2041,F,1984-09-09
2042,Cliente 2042,F,1984-09-12
2043,Cliente 2043,F,1984-09-14
2044,Cliente 2044,F,1984-09-17
2045,Cliente 2045,F,1984-09-19
2046,Cliente 2046,F,1984-09-22
2047,Cliente 2047,F,1984-09-25
2048,Cliente 2048,F,1984-09-27
2049,Cliente 2049,F,1984-09-30
2050,Cliente 2050,M,1984-10-03
2051,Cliente 2051,F,1984-10-05
2052,Cliente 2052,M,1984-10-08
2053,Cliente 2053,F,1984-10-11
2054,Cliente 2054,F,1984-10-13
2055,Cliente 2055,M,1984-10-16
2056,Cliente 2056,F,1984-10-18
2057,Cliente 2057,M,1984-10-21
2058,Cliente 2058,M,1984-10-24
2059,Cliente 2059,F,1984-10-26
2060,Cliente 2060,F,1984-10-29
2061,Cliente 2061,M,1984-11-01
2062,Cliente 2062,F,1984-11-03
2063,Cliente 2063,F,1984-11-06
2064,Cliente 2064,F,1984-11-08
2065,Cliente 2065,F,1984-11-11
2066,Cliente 2066,M,1984-11-14
2067,Cliente 2067,F,1984-11-16
2068,Cliente 2068,F,1984-11-19
2069,Cliente 2069,F,1984-11-22
2070,Cliente 2070,M,1984-11-24
2071,Cliente 2071,M,1984-11-27
2072,Cliente 2072,F,1984-11-29
2073,Cliente 2073,M,1984-12-02
2074,Cliente 2074,F,1984-12-05
2075,Cliente 2075,F,1984-12-07
2076,Cliente 2076,F,1984-12-10
2077,Cliente 2077,F,1984-12-13
2078,Cliente 2078,F,1984-12-15
2079,Cliente 2079,M,1984-12-18
2080,Cliente 2080,F,1984-12-21
2081,Cliente 2081,F,1984-12-23
2082,Cliente 2082,F,1984-12-26
2083,Cliente 2083,F,1984-12-28
2084,Cliente 2084,F,1984-12-31
2085,Cliente 2085,F,1985-01-03
2086,Cliente 2086,F,1985-01-05
2087,Cliente 2087,F,1985-01-08
2088,Cliente 2088,F,1985-01-11
2089,Cliente 2089,F,1985-01-13
2090,Cliente 2090,F,1985-01-16
2091,Cliente 2091,M,1985-01-18
2092,Cliente 2092,F,1985-01-21
2093,Cliente 2093,F,1985-01-24
2094,Cliente 2094,M,1985-01-26
2095,Cliente 2095,M,1985-01-29
2096,Cliente 2096,F,1985-02-01
2097,Cliente 2097,F,1985-02-03
2098,Cliente 2098,F,1985-02-06
2099,Cliente 2099,F,1985-02-09
2100,Cliente 2100,M,1985-02-11
2101,Cliente 2101,F,1985-02-14
2102,Cliente 2102,F,1985-02-16
2103,Cliente 2103,F,1985-02-19
2104,Cliente 2104,F,1985-02-22
2105,Cliente 2105,F,1985-02-24
2106,Cliente 2106,F,1985-02-27
2107,Cliente 2107,F,1985-03-02
2108,Cliente 2108,F,1985-03-04
2109,Cliente 2109,F,1985-03-07
2110,Cliente 2110,M,1985-03-09
2111,Cliente 2111,F,1985-03-12
2112,Cliente 2112,M,1985-03-15
2113,Cliente 2113,F,1985-03-17
2114,Cliente 2114,F,1985-03-20
2115,Cliente 2115,F,1985-03-23
2116,Cliente 2116,M,1985-03-25
2117,Cliente 2117,M,1985-03-28
2118,Cliente 2118,F,1985-03-30
2119,Cliente 2119,F,1985-04-02
2120,Cliente 2120,F,1985-04-05
2121,Cliente 2121,F,1985-04-07
2122,Cliente 2122,M,1985-04-10
2123,Cliente 2123,F,1985-04-13
2124,Cliente 2124,F,1985-04-15
2125,Cliente 2125,F,1985-04-18
2126,Cliente 2126,F,1985-04-21
2127,Cliente 2127,F,1985-04-23
2128,Cliente 2128,F,1985-04-26
2129,Cliente 2129,F,1985-04-28
2130,Cliente 2130,F,1985-05-01
2131,Cliente 2131,M,1985-05-04
2132,Cliente 2132,M,1985-05-06
2133,Cliente 2133,F,1985-05-09
2134,Cliente 2134,M,1985-05-12
2135,Cliente 2135,F,1985-05-14
2136,Cliente 2136,F,1985-05-17
2137,Cliente 2137,F,1985-05-19
2138,Cliente 2138,F,1985-05-22
2139,Cliente 2139,F,1985-05-25
2140,Cliente 2140,F,1985-05-27
2141,Cliente 2141,F,1985-05-30
2142,Cliente 2142,F,1985-06-02
2143,Cliente 2143,M,1985-06-04
2144,Cliente 2144,F,1985-06-07
2145,Cliente 2145,M,1985-06-09
2146,Cliente 2146,F,1985-06-12
2147,Cliente 2147,F,1985-06-15
2148,Cliente 2148,M,1985-06-17
2149,Cliente 2149,F,1985-06-20
2150,Cliente 2150,F,1985-06-23
2151,Cliente 2151,F,1985-06-25
2152,Cliente 2152,M,1985-06-28
2153,Cliente 2153,F,1985-07-01
2154,Cliente 2154,F,1985-07-03
2155,Cliente 2155,F,1985-07-06
2156,Cliente 2156,F,1985-07-08
2157,Cliente 2157,F,1985-07-11
2158,Cliente 2158,F,1985-07-14
2159,Cliente 2159,F,1985-07-16
2160,Cliente 2160,F,1985-07-19
2161,Cliente 2161,F,1985-07-22
2162,Cliente 2162,F,1985-07-24
2163,Cliente 2163,F,1985-07-27
2164,Cliente 2164,M,1985-07-29
2165,Cliente 2165,M,1985-08-01
2166,Cliente 2166,F,1985-08-04
2167,Cliente 2167,F,1985-08-06
2168,Cliente 2168,M,1985-08-09
2169,Cliente 2169,M,1985-08-12
2170,Cliente 2170,F,1985-08-14
2171,Cliente 2171,F,1985-08-17
2172,Cliente 2172,M,1985-08-20
2173,Cliente 2173,F,1985-08-22
2174,Cliente 2174,F,1985-08-25
2175,Cliente 2175,M,1985-08-27
2176,Cliente 2176,F,1985-08-30
2177,Cliente 2177,F,1985-09-02
2178,Cliente 2178,F,1985-09-04
2179,Cliente 2179,F,1985-09-07
2180,Cliente 2180,F,1985-09-10
2181,Cliente 2181,F,1985-09-12
2182,Cliente 2182,M,1985-09-15
2183,Cliente 2183,F,1985-09-17
2184,Cliente 2184,F,1985-09-20
2185,Cliente 2185,F,1985-09-23
2186,Cliente 2186,F,1985-09-25
2187,Cliente 2187,F,1985-09-28
2188,Cliente 2188,F,1985-10-01
2189,Cliente 2189,F,1985-10-03
2190,Cliente 2190,F,1985-10-06
2191,Cliente 2191,F,1985-10-08
2192,Cliente 2192,F,1985-10-11
2193,Cliente 2193,F,1985-10-14
2194,Cliente 2194,F,1985-10-16
